event_id_cnty,event_date,event_type,sub_event_type,civilian_targeting,admin1,latitude,longitude,fatalities,population_1km,population_2km,population_5km,population_best
VEN24110,2019-05-05,Battles,Armed clash,,Bolivar,7.4770,-61.8967,5,12574.0,25456.0,27324.0,27324.0
VEN24111,2019-05-06,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24112,2019-04-06,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24113,2019-04-24,Violence against civilians,Attack,Civilian targeting,Amazonas,5.6605,-67.5834,1,15099.0,31329.0,97946.0,97946.0
VEN24114,2019-06-20,Violence against civilians,Attack,Civilian targeting,Amazonas,5.6605,-67.5834,1,15099.0,31329.0,97946.0,97946.0
VEN24115,2019-06-22,Violence against civilians,Attack,Civilian targeting,Amazonas,5.6605,-67.5834,1,15099.0,31329.0,97946.0,97946.0
VEN24116,2019-04-03,Violence against civilians,Attack,Civilian targeting,Bolivar,8.0162,-62.4056,1,27306.0,67307.0,130058.0,130058.0
VEN24117,2019-04-03,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,3,14266.0,76068.0,185799.0,185799.0
VEN24118,2019-04-04,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24119,2019-04-05,Battles,Armed clash,,Bolivar,8.2950,-62.7191,2,14266.0,76068.0,185799.0,185799.0
VEN24120,2019-04-15,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24121,2019-04-18,Violence against civilians,Attack,Civilian targeting,Bolivar,8.0162,-62.4056,1,27306.0,67307.0,130058.0,130058.0
VEN24122,2019-04-20,Violence against civilians,Attack,Civilian targeting,Delta Amacuro,8.4152,-62.4959,1,16259.0,30338.0,32570.0,32570.0
VEN24123,2019-04-20,Violence against civilians,Attack,Civilian targeting,Bolivar,8.1292,-63.5409,1,13035.0,82107.0,254495.0,254495.0
VEN24124,2019-04-22,Violence against civilians,Attack,Civilian targeting,Bolivar,8.2950,-62.7191,1,14266.0,76068.0,185799.0,185799.0
VEN24125,2019-03-02,Violence against civilians,Attack,Civilian targeting,Zulia,10.5423,-71.5177,1,13377.0,21687.0,30975.0,30975.0
VEN24126,2019-03-02,Battles,Armed clash,,Zulia,10.5423,-71.5177,1,13377.0,21687.0,30975.0,30975.0
VEN24127,2019-03-02,Battles,Armed clash,,Zulia,10.5423,-71.5177,2,13377.0,21687.0,30975.0,30975.0
VEN24128,2019-03-18,Violence against civilians,Attack,Civilian targeting,Zulia,10.6666,-71.6125,1,16917.0,142350.0,546104.0,546104.0
